Country,YearsCode,EdLevel,Employment,DevType,OrgSize,RemoteWork,WorkExp,Industry,Age,ICorPM,ToolCountWork,log_salary,LanguageCount,DatabaseCount,PlatformCount,yearsCode_sq,WorkExp_sq,Exp_ratio,Tech_breadth
United Kingdom of Great Britain and Northern Ireland,7.0,5.0,1,Back-end,7.0,2.0,10.0,Software Development,3.0,0.0,4.0,11.6589374006013,4.0,,11.0,49.0,100.0,1.25,0.0
other,12.0,5.0,1,Software,2.0,,11.0,Healthcare,1.0,1.0,2.0,12.020784693332617,13.0,9.0,6.0,144.0,121.0,0.8461538461538461,28.0
other,15.0,4.0,1,Management,5.0,,8.0,Software Development,1.0,1.0,,12.49438576882748,7.0,7.0,14.0,225.0,64.0,0.5,28.0
United Kingdom of Great Britain and Northern Ireland,20.0,4.0,1,Other,,,12.0,Other:,1.0,,5.0,10.898829731716788,5.0,,3.0,400.0,144.0,0.5714285714285714,0.0
United Kingdom of Great Britain and Northern Ireland,14.0,5.0,1,Other,7.0,,10.0,Other:,1.0,0.0,20.0,11.464785089642293,4.0,,1.0,196.0,100.0,0.6666666666666666,0.0
other,10.0,1.0,1,Management,2.0,,25.0,Software Development,3.0,1.0,3.0,10.968336211051428,5.0,5.0,,100.0,625.0,2.272727272727273,0.0
other,17.0,2.0,1,DevOps/Cloud,7.0,1.0,9.0,Software Development,1.0,0.0,,10.842341802819034,10.0,,10.0,289.0,81.0,0.5,0.0
Germany,9.0,5.0,1,Desktop,3.0,1.0,1.0,Fintech,1.0,0.0,8.0,10.927519962848502,5.0,2.0,,81.0,1.0,0.1,0.0
Spain,12.0,5.0,1,Data/ML,7.0,2.0,8.0,Other:,1.0,0.0,5.0,11.373801319159593,1.0,,1.0,144.0,64.0,0.6153846153846154,0.0
France,28.0,5.0,1,DevOps/Cloud,7.0,1.0,19.0,Banking/Financial Services,2.0,0.0,,11.555007465349595,6.0,2.0,13.0,784.0,361.0,0.6551724137931034,21.0
Italy,42.0,5.0,1,Software,1.0,2.0,26.0,Software Development,3.0,0.0,20.0,10.968336211051428,2.0,2.0,,1764.0,676.0,0.6046511627906976,0.0
Italy,20.0,4.0,1,Mobile,,,14.0,Software Development,2.0,,4.0,10.457516333602767,3.0,,1.0,400.0,196.0,0.6666666666666666,0.0
other,32.0,6.0,1,Software,1.0,1.0,23.0,Software Development,2.0,0.0,10.0,11.661483391611373,7.0,,,1024.0,529.0,0.696969696969697,0.0
Germany,9.0,2.0,1,Full-stack,2.0,1.0,8.0,Software Development,2.0,0.0,7.0,11.438341995170033,5.0,4.0,9.0,81.0,64.0,0.8,18.0
United States of America,,5.0,1,Full-stack,3.0,,7.0,Software Development,1.0,0.0,8.0,12.128116509451258,7.0,6.0,12.0,,49.0,,25.0
other,21.0,4.0,1,Full-stack,,,17.0,Software Development,2.0,,10.0,10.968336211051428,6.0,4.0,6.0,441.0,289.0,0.7727272727272727,16.0
United Kingdom of Great Britain and Northern Ireland,14.0,4.0,1,Management,1.0,2.0,10.0,Software Development,2.0,0.0,10.0,11.464785089642293,13.0,6.0,7.0,196.0,100.0,0.6666666666666666,26.0
other,20.0,5.0,1,Full-stack,2.0,1.0,20.0,Software Development,2.0,0.0,10.0,11.150663514162712,7.0,2.0,2.0,400.0,400.0,0.9523809523809523,11.0
United Kingdom of Great Britain and Northern Ireland,20.0,6.0,1,Other,6.0,1.0,7.0,Higher Education,1.0,0.0,20.0,11.022963996383547,8.0,10.0,10.0,400.0,49.0,0.3333333333333333,28.0
Germany,9.0,4.0,1,Full-stack,3.0,,2.0,Manufacturing,1.0,0.0,2.0,11.056351256036153,7.0,4.0,9.0,81.0,4.0,0.2,20.0
Netherlands,17.0,5.0,1,Full-stack,5.0,2.0,8.0,Other:,1.0,0.0,15.0,10.72601690459581,4.0,6.0,8.0,289.0,64.0,0.4444444444444444,18.0
France,15.0,5.0,1,Back-end,3.0,2.0,15.0,Software Development,2.0,0.0,4.0,11.09162056714265,3.0,3.0,6.0,225.0,225.0,0.9375,12.0
Netherlands,6.0,4.0,1,Data/ML,5.0,1.0,2.0,Other:,0.0,0.0,12.0,11.150663514162712,8.0,2.0,3.0,36.0,4.0,0.2857142857142857,13.0
France,10.0,6.0,1,Other,2.0,1.0,10.0,Other:,2.0,1.0,6.0,10.88496659438935,4.0,4.0,3.0,100.0,100.0,0.9090909090909091,11.0
Spain,34.0,4.0,1,Management,5.0,1.0,22.0,Media & Advertising Services,2.0,1.0,6.0,11.438341995170033,8.0,,8.0,1156.0,484.0,0.6285714285714286,0.0
Spain,34.0,2.0,1,Other,7.0,2.0,24.0,Software Development,3.0,0.0,4.0,11.463031191496386,2.0,,3.0,1156.0,576.0,0.6857142857142857,0.0
India,6.0,4.0,1,Other,7.0,1.0,1.0,Software Development,0.0,0.0,5.0,9.360913230455557,6.0,5.0,9.0,36.0,1.0,0.14285714285714285,20.0
Germany,40.0,5.0,1,Front-end,7.0,2.0,33.0,Software Development,4.0,1.0,15.0,11.533649236510204,5.0,2.0,2.0,1600.0,1089.0,0.8048780487804879,9.0
other,15.0,4.0,1,Management,2.0,1.0,12.0,Software Development,1.0,1.0,15.0,11.36896271153046,14.0,7.0,20.0,225.0,144.0,0.75,41.0
United Kingdom of Great Britain and Northern Ireland,33.0,4.0,1,Management,2.0,1.0,28.0,Manufacturing,3.0,1.0,,11.464785089642293,7.0,1.0,5.0,1089.0,784.0,0.8235294117647058,13.0
Germany,40.0,5.0,1,Software,,,30.0,Software Development,4.0,,6.0,10.817515726756024,8.0,2.0,6.0,1600.0,900.0,0.7317073170731707,16.0
United Kingdom of Great Britain and Northern Ireland,30.0,5.0,1,Desktop,2.0,1.0,17.0,Other:,4.0,0.0,14.0,10.61749072697545,8.0,1.0,,900.0,289.0,0.5483870967741935,0.0
Switzerland,16.0,5.0,1,Full-stack,3.0,,16.0,Fintech,2.0,1.0,5.0,12.005619704135663,9.0,5.0,,256.0,256.0,0.9411764705882353,0.0
Australia,40.0,2.0,1,Back-end,,,34.0,Software Development,3.0,,30.0,11.870753743562785,3.0,5.0,8.0,1600.0,1156.0,0.8292682926829268,16.0
Italy,30.0,6.0,1,Other,4.0,,16.0,Higher Education,2.0,1.0,3.0,10.968336211051428,6.0,3.0,7.0,900.0,256.0,0.5161290322580645,16.0
India,25.0,4.0,1,Desktop,5.0,2.0,20.0,Software Development,2.0,0.0,25.0,11.152601012526336,5.0,,,625.0,400.0,0.7692307692307693,0.0
other,6.0,4.0,1,Full-stack,1.0,,4.0,Software Development,1.0,1.0,,12.075861449234324,8.0,4.0,5.0,36.0,16.0,0.5714285714285714,17.0
other,37.0,6.0,1,Desktop,4.0,2.0,25.0,Software Development,3.0,0.0,10.0,11.498958377741612,7.0,2.0,13.0,1369.0,625.0,0.6578947368421053,22.0
United Kingdom of Great Britain and Northern Ireland,12.0,5.0,1,Other,2.0,1.0,30.0,Retail and Consumer Services,4.0,0.0,3.0,11.128321247529394,3.0,,,144.0,900.0,2.3076923076923075,0.0
other,10.0,5.0,1,Front-end,2.0,2.0,25.0,Media & Advertising Services,3.0,,10.0,10.3882258415388,3.0,,6.0,100.0,625.0,2.272727272727273,0.0
other,25.0,2.0,1,Full-stack,2.0,1.0,25.0,Energy,3.0,0.0,,11.542008425861892,7.0,2.0,6.0,625.0,625.0,0.9615384615384616,15.0
other,15.0,4.0,1,Management,6.0,,7.0,Software Development,1.0,1.0,5.0,10.430639178900892,4.0,1.0,,225.0,49.0,0.4375,0.0
United Kingdom of Great Britain and Northern Ireland,12.0,4.0,1,Mobile,2.0,1.0,11.0,Software Development,1.0,1.0,5.0,11.45761358053914,10.0,4.0,14.0,144.0,121.0,0.8461538461538461,28.0
Germany,8.0,4.0,1,Back-end,5.0,,5.0,Software Development,0.0,0.0,10.0,11.063649525214753,10.0,3.0,9.0,64.0,25.0,0.5555555555555556,22.0
Australia,9.0,,1,Full-stack,,,3.0,,1.0,,5.0,10.794624565526743,12.0,3.0,13.0,81.0,9.0,0.3,28.0
other,8.0,4.0,1,DevOps/Cloud,1.0,2.0,1.0,Software Development,0.0,0.0,20.0,9.257891673834406,8.0,2.0,5.0,64.0,1.0,0.1111111111111111,15.0
other,11.0,4.0,1,Full-stack,,,7.0,Software Development,1.0,,4.0,10.712950025477422,9.0,7.0,16.0,121.0,49.0,0.5833333333333334,32.0
France,15.0,4.0,1,Full-stack,1.0,1.0,6.0,Other:,1.0,0.0,4.0,10.457516333602767,5.0,2.0,4.0,225.0,36.0,0.375,11.0
United Kingdom of Great Britain and Northern Ireland,12.0,5.0,1,Back-end,3.0,1.0,8.0,Fintech,1.0,0.0,10.0,11.870250197750458,5.0,3.0,10.0,144.0,64.0,0.6153846153846154,18.0
United Kingdom of Great Britain and Northern Ireland,8.0,5.0,1,Full-stack,2.0,1.0,4.0,Energy,1.0,0.0,,10.827210596227578,5.0,2.0,5.0,64.0,16.0,0.4444444444444444,12.0
other,18.0,2.0,1,Back-end,,,10.0,"Transportation, or Supply Chain",1.0,,8.0,11.159231786924533,5.0,4.0,8.0,324.0,100.0,0.5263157894736842,17.0
Germany,35.0,5.0,1,Full-stack,3.0,1.0,25.0,Software Development,3.0,0.0,,11.304805984955106,5.0,4.0,8.0,1225.0,625.0,0.6944444444444444,17.0
Germany,16.0,1.0,1,DevOps/Cloud,,,10.0,,1.0,,7.0,10.639837890396722,10.0,7.0,12.0,256.0,100.0,0.5882352941176471,29.0
Switzerland,20.0,4.0,1,Full-stack,3.0,1.0,12.0,Fintech,3.0,0.0,15.0,11.867749697398413,8.0,3.0,5.0,400.0,144.0,0.5714285714285714,16.0
other,10.0,4.0,1,Front-end,7.0,,10.0,Software Development,2.0,1.0,3.0,12.180759965737863,9.0,5.0,9.0,100.0,100.0,0.9090909090909091,23.0
other,10.0,4.0,1,Full-stack,3.0,1.0,4.0,Banking/Financial Services,1.0,0.0,5.0,10.773587738303867,12.0,4.0,14.0,100.0,16.0,0.36363636363636365,30.0
other,11.0,4.0,1,Back-end,3.0,1.0,3.0,Fintech,1.0,0.0,9.0,11.206767085270842,9.0,4.0,10.0,121.0,9.0,0.25,23.0
Germany,10.0,5.0,1,Other,6.0,1.0,8.0,Higher Education,1.0,0.0,,11.099362658824449,6.0,1.0,6.0,100.0,64.0,0.7272727272727273,13.0
other,1.0,4.0,1,Other,1.0,1.0,11.0,Computer Systems Design and Services,2.0,0.0,3.0,10.782886058225875,6.0,1.0,7.0,1.0,121.0,5.5,14.0
Spain,6.0,5.0,1,Back-end,2.0,2.0,4.0,Other:,1.0,0.0,2.0,10.457516333602767,5.0,3.0,4.0,36.0,16.0,0.5714285714285714,12.0
other,9.0,4.0,1,Front-end,3.0,2.0,12.0,Software Development,2.0,0.0,5.0,10.234408696023769,6.0,1.0,5.0,81.0,144.0,1.2,12.0
other,9.0,5.0,1,DevOps/Cloud,5.0,,6.0,Software Development,1.0,0.0,,11.438341995170033,8.0,2.0,7.0,81.0,36.0,0.6,17.0
France,12.0,5.0,1,Other,3.0,,7.0,Manufacturing,1.0,0.0,2.0,11.199446837474438,3.0,2.0,2.0,144.0,49.0,0.5384615384615384,7.0
United Kingdom of Great Britain and Northern Ireland,9.0,4.0,1,Front-end,2.0,2.0,8.0,Software Development,1.0,0.0,,11.16754365571907,4.0,,,81.0,64.0,0.8,0.0
other,20.0,5.0,1,Back-end,7.0,2.0,14.0,Software Development,2.0,0.0,10.0,11.230708431949505,7.0,1.0,,400.0,196.0,0.6666666666666666,0.0
other,40.0,2.0,1,Full-stack,,,35.0,Software Development,3.0,,5.0,11.756788869858779,7.0,3.0,5.0,1600.0,1225.0,0.8536585365853658,15.0
France,20.0,5.0,1,Software,,,10.0,Software Development,1.0,,,11.063649525214753,10.0,10.0,23.0,400.0,100.0,0.47619047619047616,43.0
Sweden,12.0,5.0,1,Embedded/Hardware,5.0,1.0,2.0,Software Development,1.0,,,10.862876087313007,8.0,,,144.0,4.0,0.15384615384615385,0.0
Netherlands,22.0,2.0,1,Full-stack,6.0,1.0,20.0,Software Development,2.0,0.0,10.0,11.304805984955106,7.0,3.0,9.0,484.0,400.0,0.8695652173913043,19.0
Germany,25.0,5.0,1,Full-stack,2.0,1.0,15.0,"Internet, Telecomm or Information Services",3.0,0.0,3.0,10.968336211051428,5.0,2.0,1.0,625.0,225.0,0.5769230769230769,8.0
France,22.0,5.0,1,Other,6.0,1.0,13.0,Software Development,1.0,0.0,,11.304805984955106,8.0,,7.0,484.0,169.0,0.5652173913043478,0.0
other,13.0,5.0,1,Management,,,13.0,Software Development,2.0,,5.0,12.066942753369188,8.0,4.0,10.0,169.0,169.0,0.9285714285714286,22.0
Poland,25.0,5.0,1,Back-end,4.0,2.0,21.0,Software Development,2.0,0.0,,11.002116507732017,1.0,3.0,6.0,625.0,441.0,0.8076923076923077,10.0
India,5.0,4.0,1,Other,5.0,1.0,1.0,Software Development,0.0,0.0,1.0,9.309642573050045,10.0,8.0,6.0,25.0,1.0,0.16666666666666666,24.0
Germany,35.0,5.0,1,Full-stack,1.0,1.0,30.0,Software Development,3.0,0.0,9.0,11.387044731276228,7.0,6.0,7.0,1225.0,900.0,0.8333333333333334,20.0
Germany,37.0,5.0,1,Software,6.0,,25.0,"Transportation, or Supply Chain",3.0,0.0,0.0,11.801242335894818,9.0,8.0,12.0,1369.0,625.0,0.6578947368421053,29.0
Germany,22.0,4.0,1,Embedded/Hardware,1.0,2.0,12.0,Software Development,2.0,0.0,,11.316168213099942,4.0,5.0,8.0,484.0,144.0,0.5217391304347826,17.0
Germany,8.0,3.0,1,Back-end,1.0,2.0,6.0,Software Development,1.0,0.0,5.0,11.150663514162712,10.0,6.0,11.0,64.0,36.0,0.6666666666666666,27.0
Netherlands,15.0,4.0,1,Full-stack,,,6.0,Software Development,1.0,,,11.957130401394323,8.0,5.0,12.0,225.0,36.0,0.375,25.0
United States of America,25.0,4.0,1,Mobile,7.0,1.0,17.0,Retail and Consumer Services,2.0,0.0,8.0,12.250094315624496,6.0,,1.0,625.0,289.0,0.6538461538461539,0.0
United Kingdom of Great Britain and Northern Ireland,7.0,3.0,1,Software,,,20.0,Fintech,2.0,,5.0,11.390678731822566,8.0,5.0,1.0,49.0,400.0,2.5,14.0
other,7.0,2.0,1,Full-stack,1.0,1.0,1.0,Software Development,0.0,0.0,9.0,10.746583741107225,7.0,4.0,6.0,49.0,1.0,0.125,17.0
other,45.0,2.0,1,Desktop,1.0,,25.0,Software Development,4.0,1.0,3.0,10.246722584108158,2.0,,,2025.0,625.0,0.5434782608695652,0.0
Poland,6.0,5.0,1,Other,5.0,,5.0,Higher Education,1.0,0.0,6.0,10.214312256490171,8.0,3.0,8.0,36.0,25.0,0.7142857142857143,19.0
United Kingdom of Great Britain and Northern Ireland,13.0,5.0,1,Back-end,3.0,1.0,6.0,Software Development,1.0,0.0,10.0,11.464785089642293,8.0,4.0,16.0,169.0,36.0,0.42857142857142855,28.0
Netherlands,12.0,5.0,1,Data/ML,7.0,1.0,5.0,Banking/Financial Services,1.0,0.0,9.0,11.304805984955106,3.0,,6.0,144.0,25.0,0.38461538461538464,0.0
Netherlands,42.0,5.0,1,Software,,,40.0,Software Development,4.0,,8.0,10.147374464988237,9.0,3.0,,1764.0,1600.0,0.9302325581395349,0.0
Germany,13.0,5.0,1,Other,4.0,2.0,19.0,Other:,2.0,0.0,3.0,11.756788869858779,4.0,,4.0,169.0,361.0,1.3571428571428572,0.0
Italy,10.0,5.0,1,Other,5.0,,2.0,Healthcare,1.0,0.0,5.0,10.457516333602767,4.0,,,100.0,4.0,0.18181818181818182,0.0
other,15.0,4.0,1,Full-stack,2.0,,8.0,Software Development,1.0,0.0,,10.719891648587698,5.0,1.0,4.0,225.0,64.0,0.5,10.0
Spain,12.0,5.0,1,Data/ML,5.0,1.0,9.0,Banking/Financial Services,2.0,0.0,3.0,11.373801319159593,2.0,1.0,1.0,144.0,81.0,0.6923076923076923,4.0
United Kingdom of Great Britain and Northern Ireland,20.0,4.0,1,DevOps/Cloud,2.0,2.0,15.0,Software Development,2.0,0.0,40.0,11.572994638436139,6.0,3.0,12.0,400.0,225.0,0.7142857142857143,21.0
United Kingdom of Great Britain and Northern Ireland,40.0,4.0,1,Desktop,,,32.0,Software Development,4.0,,1.0,11.533776562037675,2.0,2.0,1.0,1600.0,1024.0,0.7804878048780488,5.0
India,16.0,5.0,1,Management,2.0,2.0,13.0,Software Development,2.0,1.0,6.0,10.864923719378258,5.0,5.0,15.0,256.0,169.0,0.7647058823529411,25.0
other,6.0,5.0,1,Desktop,7.0,1.0,3.0,Insurance,0.0,0.0,1.0,10.062028580664679,7.0,1.0,2.0,36.0,9.0,0.42857142857142855,10.0
other,9.0,4.0,1,Software,2.0,,3.0,Other:,0.0,0.0,4.0,9.347054195292005,6.0,3.0,10.0,81.0,9.0,0.3,19.0
Germany,10.0,5.0,1,Embedded/Hardware,3.0,1.0,2.0,"Internet, Telecomm or Information Services",1.0,0.0,5.0,11.346776425175827,3.0,,2.0,100.0,4.0,0.18181818181818182,0.0
other,20.0,5.0,1,Back-end,0.0,2.0,20.0,Fintech,2.0,0.0,5.0,12.249261436975587,4.0,3.0,,400.0,400.0,0.9523809523809523,0.0
Sweden,25.0,2.0,1,Desktop,5.0,,20.0,Software Development,3.0,0.0,100.0,11.20335218565763,12.0,11.0,15.0,625.0,400.0,0.7692307692307693,38.0
Germany,20.0,5.0,1,Back-end,3.0,2.0,10.0,"Internet, Telecomm or Information Services",1.0,0.0,,11.304805984955106,4.0,3.0,7.0,400.0,100.0,0.47619047619047616,14.0
other,15.0,5.0,1,Full-stack,3.0,1.0,10.0,Software Development,2.0,1.0,8.0,11.235127714592425,3.0,2.0,4.0,225.0,100.0,0.625,9.0
Sweden,33.0,4.0,1,Desktop,,,16.0,Software Development,3.0,,5.0,11.661483391611373,10.0,4.0,11.0,1089.0,256.0,0.47058823529411764,25.0
other,7.0,5.0,1,Other,7.0,1.0,4.0,"Internet, Telecomm or Information Services",1.0,0.0,8.0,10.457516333602767,2.0,3.0,7.0,49.0,16.0,0.5,12.0
United Kingdom of Great Britain and Northern Ireland,8.0,4.0,1,Embedded/Hardware,7.0,1.0,1.0,Computer Systems Design and Services,0.0,0.0,5.0,11.310637907535396,12.0,2.0,,64.0,1.0,0.1111111111111111,0.0
Germany,42.0,6.0,1,Full-stack,5.0,1.0,26.0,Software Development,4.0,0.0,10.0,11.661483391611373,,,11.0,1764.0,676.0,0.6046511627906976,0.0
Spain,16.0,5.0,1,Full-stack,2.0,2.0,15.0,Fintech,2.0,0.0,4.0,11.275822431886601,3.0,1.0,6.0,256.0,225.0,0.8823529411764706,10.0
other,11.0,4.0,1,Full-stack,7.0,2.0,8.0,Software Development,1.0,0.0,8.0,11.06665398721974,5.0,3.0,5.0,121.0,64.0,0.6666666666666666,13.0
Switzerland,8.0,3.0,1,Back-end,4.0,,11.0,Fintech,1.0,0.0,5.0,11.832346001309219,11.0,5.0,14.0,64.0,121.0,1.2222222222222223,30.0
Canada,10.0,5.0,1,Full-stack,2.0,2.0,5.0,Software Development,1.0,0.0,5.0,11.092306109090387,8.0,3.0,5.0,100.0,25.0,0.45454545454545453,16.0
Italy,12.0,5.0,1,Other,5.0,1.0,6.0,Other:,1.0,0.0,5.0,10.817515726756024,2.0,2.0,,144.0,36.0,0.46153846153846156,0.0
other,16.0,4.0,1,Full-stack,0.0,2.0,10.0,Software Development,1.0,0.0,1.0,10.648420406245304,8.0,3.0,9.0,256.0,100.0,0.5882352941176471,20.0
Spain,10.0,5.0,1,Other,5.0,,14.0,Banking/Financial Services,2.0,0.0,4.0,11.304805984955106,7.0,4.0,6.0,100.0,196.0,1.2727272727272727,17.0
Netherlands,18.0,4.0,1,Other,0.0,,20.0,Media & Advertising Services,3.0,0.0,10.0,10.968336211051428,3.0,3.0,5.0,324.0,400.0,1.0526315789473684,11.0
other,34.0,5.0,1,Software,,,31.0,Computer Systems Design and Services,3.0,,9.0,10.638448235909484,7.0,5.0,10.0,1156.0,961.0,0.8857142857142857,22.0
other,9.0,4.0,1,Full-stack,1.0,2.0,5.0,Software Development,1.0,0.0,4.0,9.90353755128617,4.0,7.0,10.0,81.0,25.0,0.5,21.0
Italy,30.0,5.0,1,Other,2.0,2.0,18.0,Software Development,2.0,0.0,5.0,11.498958377741612,5.0,,3.0,900.0,324.0,0.5806451612903226,0.0
Germany,15.0,4.0,1,Full-stack,2.0,1.0,12.0,Software Development,2.0,0.0,8.0,11.373801319159593,6.0,1.0,5.0,225.0,144.0,0.75,12.0
France,11.0,2.0,1,Other,2.0,2.0,6.0,Computer Systems Design and Services,1.0,0.0,1.0,11.045302998504885,7.0,2.0,,121.0,36.0,0.5,0.0
Poland,8.0,5.0,1,Full-stack,1.0,,3.0,"Internet, Telecomm or Information Services",1.0,0.0,5.0,10.039983297124666,3.0,3.0,7.0,64.0,9.0,0.3333333333333333,13.0
United Kingdom of Great Britain and Northern Ireland,7.0,4.0,1,Full-stack,3.0,1.0,2.0,Software Development,0.0,0.0,4.0,10.61749072697545,5.0,,,49.0,4.0,0.25,0.0
India,17.0,4.0,1,Full-stack,7.0,2.0,14.0,Software Development,2.0,0.0,,10.354117212598666,3.0,1.0,6.0,289.0,196.0,0.7777777777777778,10.0
United Kingdom of Great Britain and Northern Ireland,10.0,6.0,1,Other,7.0,,5.0,Healthcare,1.0,0.0,9.0,10.91752186472894,3.0,,3.0,100.0,25.0,0.45454545454545453,0.0
other,10.0,5.0,1,Full-stack,1.0,2.0,10.0,Fintech,2.0,0.0,5.0,10.392680876175005,3.0,,9.0,100.0,100.0,0.9090909090909091,0.0
other,12.0,5.0,1,Full-stack,1.0,2.0,8.0,Software Development,1.0,1.0,7.0,10.936102478697086,5.0,3.0,11.0,144.0,64.0,0.6153846153846154,19.0
Brazil,12.0,4.0,1,Full-stack,1.0,2.0,12.0,Software Development,1.0,0.0,7.0,11.195690990256423,5.0,4.0,13.0,144.0,144.0,0.9230769230769231,22.0
United Kingdom of Great Britain and Northern Ireland,30.0,4.0,1,Desktop,1.0,1.0,25.0,Retail and Consumer Services,3.0,1.0,5.0,10.905185041352151,8.0,2.0,3.0,900.0,625.0,0.8064516129032258,13.0
France,13.0,5.0,1,Other,3.0,,6.0,Healthcare,1.0,0.0,4.0,11.275822431886601,7.0,5.0,9.0,169.0,36.0,0.42857142857142855,21.0
Germany,17.0,5.0,1,Back-end,1.0,2.0,12.0,Other:,1.0,0.0,,10.855608641411111,8.0,8.0,14.0,289.0,144.0,0.6666666666666666,30.0
other,15.0,5.0,1,Back-end,3.0,1.0,12.0,Software Development,1.0,0.0,4.0,11.341555717580368,7.0,3.0,12.0,225.0,144.0,0.75,22.0
other,10.0,5.0,1,Management,3.0,,10.0,Government,2.0,,5.0,10.147374464988237,1.0,,,100.0,100.0,0.9090909090909091,0.0
Germany,20.0,5.0,1,Desktop,2.0,1.0,15.0,Software Development,2.0,1.0,8.0,11.610188282590439,3.0,,,400.0,225.0,0.7142857142857143,0.0
other,19.0,2.0,1,Software,,,14.0,Fintech,1.0,,2.0,11.446913859376313,1.0,,,361.0,196.0,0.7,0.0
Germany,6.0,1.0,1,Front-end,2.0,2.0,6.0,Higher Education,1.0,0.0,13.0,11.304805984955106,4.0,5.0,8.0,36.0,36.0,0.8571428571428571,17.0
other,10.0,4.0,1,Full-stack,4.0,1.0,7.0,Healthcare,1.0,0.0,10.0,9.636979715315753,1.0,1.0,5.0,100.0,49.0,0.6363636363636364,7.0
other,28.0,2.0,1,Back-end,3.0,,25.0,Software Development,3.0,0.0,8.0,10.92676547631263,10.0,4.0,13.0,784.0,625.0,0.8620689655172413,27.0
United Kingdom of Great Britain and Northern Ireland,30.0,5.0,1,Management,3.0,,21.0,Fintech,2.0,1.0,20.0,11.916769259459493,4.0,5.0,10.0,900.0,441.0,0.6774193548387096,19.0
United States of America,24.0,4.0,1,Full-stack,4.0,2.0,20.0,Software Development,2.0,1.0,10.0,12.154784614286667,6.0,3.0,4.0,576.0,400.0,0.8,13.0
United States of America,11.0,4.0,1,Software,4.0,,6.0,Media & Advertising Services,1.0,,5.0,11.744045122410057,10.0,5.0,13.0,121.0,36.0,0.5,28.0
India,9.0,,1,Back-end,3.0,,9.0,Software Development,1.0,1.0,5.0,9.543234787249512,6.0,1.0,4.0,81.0,81.0,0.9,11.0
Australia,24.0,4.0,1,Back-end,4.0,1.0,21.0,Banking/Financial Services,2.0,0.0,,11.72415026937091,1.0,1.0,3.0,576.0,441.0,0.84,5.0
Australia,15.0,5.0,1,Other,5.0,,10.0,Software Development,1.0,0.0,20.0,11.539723177355606,5.0,7.0,17.0,225.0,100.0,0.625,29.0
Spain,13.0,4.0,1,Management,5.0,,11.0,Software Development,2.0,1.0,3.0,11.588913810969567,6.0,1.0,9.0,169.0,121.0,0.7857142857142857,16.0
Poland,15.0,2.0,1,DevOps/Cloud,5.0,1.0,13.0,"Internet, Telecomm or Information Services",1.0,0.0,,10.90744111582406,4.0,,6.0,225.0,169.0,0.8125,0.0
United Kingdom of Great Britain and Northern Ireland,35.0,6.0,1,Software,2.0,2.0,25.0,Software Development,3.0,0.0,10.0,11.71609485427702,4.0,,,1225.0,625.0,0.6944444444444444,0.0
Germany,18.0,5.0,1,Full-stack,,,11.0,Software Development,1.0,,4.0,10.234408696023769,4.0,2.0,4.0,324.0,121.0,0.5789473684210527,10.0
United Kingdom of Great Britain and Northern Ireland,42.0,2.0,1,Full-stack,3.0,,36.0,Manufacturing,3.0,0.0,8.0,11.16754365571907,4.0,3.0,3.0,1764.0,1296.0,0.8372093023255814,10.0
Italy,27.0,5.0,1,Desktop,,,13.0,Software Development,2.0,,3.0,11.840465066995435,1.0,,,729.0,169.0,0.4642857142857143,0.0
India,8.0,4.0,1,Back-end,2.0,2.0,8.0,Fintech,1.0,0.0,,10.74714307336516,4.0,3.0,,64.0,64.0,0.8888888888888888,0.0
Netherlands,22.0,3.0,1,Software,,,16.0,Software Development,1.0,,,11.661483391611373,5.0,3.0,12.0,484.0,256.0,0.6956521739130435,20.0
Italy,9.0,1.0,1,Full-stack,2.0,1.0,6.0,Manufacturing,1.0,0.0,15.0,10.457516333602767,8.0,8.0,8.0,81.0,36.0,0.6,24.0
other,1.0,5.0,1,Full-stack,1.0,1.0,10.0,Higher Education,2.0,,5.0,10.88496659438935,3.0,4.0,7.0,1.0,100.0,5.0,14.0
other,15.0,4.0,1,Other,1.0,2.0,11.0,Fintech,1.0,1.0,,10.819798284210286,3.0,4.0,,225.0,121.0,0.6875,0.0
other,10.0,4.0,1,Full-stack,2.0,2.0,6.0,Software Development,1.0,0.0,6.0,11.045302998504885,5.0,4.0,8.0,100.0,36.0,0.5454545454545454,17.0
Netherlands,40.0,1.0,1,Full-stack,1.0,,30.0,"Internet, Telecomm or Information Services",3.0,0.0,10.0,11.438341995170033,12.0,7.0,6.0,1600.0,900.0,0.7317073170731707,25.0
Germany,28.0,2.0,1,Full-stack,7.0,,26.0,Software Development,3.0,1.0,30.0,11.610188282590439,8.0,5.0,11.0,784.0,676.0,0.896551724137931,24.0
other,9.0,4.0,1,Full-stack,1.0,,6.0,Software Development,1.0,0.0,3.0,11.082988344937576,7.0,4.0,6.0,81.0,36.0,0.6,17.0
Poland,10.0,4.0,1,Back-end,,,8.0,Software Development,1.0,,,10.984394014085305,5.0,3.0,9.0,100.0,64.0,0.7272727272727273,17.0
Australia,30.0,5.0,1,Software,7.0,2.0,35.0,"Internet, Telecomm or Information Services",4.0,0.0,4.0,11.998580962154186,2.0,1.0,1.0,900.0,1225.0,1.1290322580645162,4.0
United Kingdom of Great Britain and Northern Ireland,26.0,4.0,1,Back-end,2.0,1.0,20.0,Software Development,2.0,0.0,,11.870250197750458,4.0,2.0,5.0,676.0,400.0,0.7407407407407407,11.0
